Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings
Naanna Nenu Naa Boyfriends,2016.0,UA,Family            ,    Padmavati / Paddu (Hebah Patel) is the adored daughter of Raghava Rao (Rao Ramesh). A Prophesier prophesied Raghava Rao that if he refuses to accept any of her daughter's wish then she will...                See full summary »,140,4.5,60
Basanti,2014.0,UA,Action            ,    A group of students are taken as hostages in their own 'Basanti College' by a gang of terrorists.,122,6.5,60
Mansara,2010.0,,Drama            ,"    A magnificent love story that tests the emotional strength of true love when it is pitted against the brutal force of the martial art, Kalaripayittu.",0,7.2,60
Gaayam 2,2010.0,,"Action, Crime, Drama            ","    Ram is a restaurant owner in Bangkok. Ram leads his life happily with his wife Vidya and adopted son Chaitanya. One day, psychopath killers attempt to molest a female worker at Ram""s ...                See full summary »",0,5.4,60
Village lo Vinayakudu,2009.0,U,Action            ,    Karthik (Krishnudu) runs a play school in Hyderabad and his girl friend Kavya is a doctor. Kavya goes to her village Rajolu to stay with her combined family to attend the engagement of her ...                See full summary »,0,6.7,60
Ammo Okato Tariku,2000.0,,Family            ,    A middle class man fights with various financial troubles due to overpopulated family resolves them by resolving family conflicts.,0,7.3,60
Raksha,2008.0,,Horror            ,    Jagapathi Babu(Rajiv) who is an Atheist finds demonic Behavior in his Daughter Raksha. He then later finds out that it is not a ghost but the possessive power out of some ones Evil Plans.,0,6.1,60
Lakshmi Raave Maa Intiki,2014.0,,"Drama, Family, Romance            ","    Even after knowing that the girl of his dreams and the one he is in love with has been promised to another man, Sai intends to win over her father's heart to ask him for the girl's hand in marriage.",152,4.5,59
Mr. Theertha,2010.0,UA,"Action, Drama, Family            ","    A school teacher wants his son to study mathematics, but he aspires to become a mechanic.",137,6.5,59
Ee Abbai Chala Manchodu,2003.0,U,Comedy            ,,0,5.1,59
Yemaindi Ee Vela,2010.0,,"Drama, Romance            ",,0,5.4,59
Saradaga Kasepu,2010.0,U,Comedy            ,,125,5.6,58
Snehithuda,2009.0,,Romance            ,,0,5.6,58
Kaasi,2004.0,,Romance            ,,0,6.7,58
Prema Pipasi,2020.0,A,Romance            ,    A man goes down a destructive path in his pursuit of true love to the extent of harassing the very woman that he claims to love.,142,8.2,58
Kerintha,2015.0,U,"Drama, Romance            ",    Journey of six students through out their college life where each one has their own issues to deal with.,141,6.5,57
Tripura,2015.0,,"Comedy, Horror            ",    Tripura (Swathi) is village girl who has weird dreams and all those dreams come true.She one day dreams that she will kill her Husband.,151,5.7,57
123,2002.0,,Comedy            ,"    Three men, each with their own special needs, all fall in love with the same woman.",127,5.7,57
Jaffa,2013.0,,Comedy            ,"    Jasmine Phalguna aka Jaffa is a software engineer who is convicted on charges of murder. He becomes the go to guy in jail, and even the jailer becomes an ardent follower. But Jaffa wants to run away.",160,4.8,57
Jai Bolo Telangana,2011.0,,History            ,,0,6.7,57
Nee Sneham,2002.0,,Drama            ,,141,6.4,57
Maro Charitra,2010.0,U,Romance            ,    Maro Charitra is an adaptation of the classic 1978 film of the same name by K Balachander.,0,3.4,57
Rachayitha,2018.0,,Romance            ,"    Aditya Varma's love for Padmavati makes him want to give her a new life as she is desolated but she starts to behave in a strange manner. What happens next, forms the crux.",122,7.2,56
Terror,2016.0,UA,"Action, Thriller            ",    A disgraced cop races against time to prevent an imminent terror attack and discovers the involvement of corrupt politicians and officers from his own department.,130,7.1,56
Avunu Part 2,2015.0,,"Horror, Thriller            ",    The lustful spirit of Captain Raju stalks Mohini till the end in this continuation of the first part. A true part 2 in the sense that the second part picks up from exactly the same shot from where the first part ended.,198,4.9,56
Kashi from Village,2005.0,U,"Action, Drama            ","    Kashi is a family man, who will go great lengths to do anything for his family.",143,6.6,56
Aadu Magaadra Bujji,2013.0,,"Action, Comedy, Romance            ","    Siddhu, a naughty easy going guy falls in love with Indu. But Indu is the sister of Cherry who keeps on protecting his sister from others' eyes. But on the other hand Cherry he loves Anjali...                See full summary »",141,5.9,56
RDX Love,2019.0,A,Drama            ,    RDX Love talks about Alivelu (Payal) who takes charge of a village and solves their issues against all odds.,145,3.2,56
Rajdooth,2019.0,,Drama            ,"    A 25-year-old rouge's quest for an old Rajdooth bike. He, along with his friend backtrack the lost bike from Pochampally to Khammam to various other places in Andhra Pradesh and in the ...                See full summary »",130,6.7,56
Classmates,2007.0,U,"Drama, Mystery, Romance            ","    A group of friends meet after years at their college reunion, where unresolved issues from their past are brought to the fore",156,6.1,56
Intlo Dayyam Nakemi Bhayam,2016.0,,"Comedy, Horror            ",,0,4.7,55
Amrutham Chandamama Lo,2014.0,,"Adventure, Comedy, Fantasy            ","    Amrutham Chandamama Lo is inspired from popular sitcom Amrutham which narrates the rags to riches tale of two friends, Amrutham (Srinivas Avasarala) and Anji (Harish). After numerous ...                See full summary »",139,7.3,55
Nirmala Convent,2016.0,UA,Romance            ,"    In this youthful romance, veteran actor Nagarjuna introduces a new actor to Tollywood.",152,6.2,55
Beach Road Chetan,2019.0,A,"Action, Drama, Sci-Fi            ","    When a happy-go-lucky kind of a guy chances upon a mysterious iPhone, his life turns topsy-turvy to unexpected consequences.",137,7.9,55
Undiporaadhey,2019.0,,Romance            ,    This is a periodical love story based on real-life true events happened during the 1980s. The film revolves around a girl and a boy who meet at college admissions after that their love ...                See full summary »,0,7.2,55
Biwi No. 2,2000.0,,Romance            ,"    Vishal comes from an upper-class family. As he is of marriageable age, his parents want him to get married. Vishal meets with Archana and both fall in love. The respective parents of both ...                See full summary »",0,5.8,55
Nandini Nursing Home,2016.0,,Comedy            ,"    A young doctor, a patient in a coma, and the manager of a nursing home negotiate a series of hilarious events.",152,7.2,54
Nenu,2004.0,,,"    Neelo nenu is a 2004 Indian Telugu Movie directed by E. Sathibabu. Produced by Sambhavu Ratna. film Star cast Allari Naresh, Veda, Abhishek. in lead roles. the film has music by Yash Nanda.",72,6.5,54
Dhairyam,2005.0,,Romance            ,,0,3.8,54
Pravarakyudu,2009.0,,Family            ,"    Sasi (Jagapathi Babu) and Sailaja (Priyamani) who think are in love during their college separate ways as their ideologies don't meet. Ten years later, Sasi returns to India and tries to win back her love.",154,5.7,54
Choosi Choodangaane,2020.0,UA,Romance            ,"    The film portrays Siddu's life through the years, falling in love with Aishwarya for the first time while in college, and later meeting Shruti, a drummer, alongside his struggle to become a fashion photographer.",113,7.1,54
Burra katha,2019.0,U/A,"Comedy, Romance            ",    Abhi and Ram are two personalities in the same body whose lives get complicated when Abhi falls in love with Happy.,150,5.1,54
Mayabazaar,2006.0,U,"Comedy, Family            ","    Myth, Magic and Money play some interesting twists in the life of a couple.",150,6.7,54
365 Days,2015.0,,"Drama, Romance            ",    This film tracks a hasty marriage through its first 365 days.,110,5.3,53
Maa Alludu Verygood,2003.0,,Romance            ,,0,5.9,53
Sambaram,2003.0,,Drama            ,,0,5.8,53
Krishnashtami,2016.0,,"Action, Comedy, Romance            ","    Krishnashtami tells the story of an NRI who returns to India with a definite purpose. This romantic entertainer is told with large doses of comedy, romance and family values.",160,5.2,52
Malaikottai,2007.0,U,Action            ,    Anbu gets into a fracas with a local politician and his comic henchmen while trying to save a friend and is arrested.,144,5.2,52
Thakita Thakita,2010.0,UA,"Drama, Romance            ",,138,6.5,52
Inkosari,2010.0,,Drama            ,,0,6.5,52
Kalusukovalani,2002.0,U,Romance            ,,0,6.6,52
Raam,2006.0,,Drama            ,,0,4.3,52
Neeku Nenu Naaku Nuvvu,2003.0,,Drama            ,,0,4.8,52
Taskara,2015.0,U,Thriller            ,    A mysterious hacker steals 10 trillion rupees from the central bank of his country.,104,6.2,51
SMS - Siva Manasulo Sruthi,2012.0,,Comedy            ,"    Shiva (Sudheer Babu) is a carefree young man who works in a courier company as a delivery boy. During a train journey, he comes across Shruti (Regina), who works as a radio jockey. Shiva ...                See full summary »",0,6.5,51
Nammanna,2005.0,UA,"Action, Drama            ",,0,6.3,51
Neeku Naaku Dash Dash,2012.0,,Thriller            ,,165,6.4,51
Sneha Geetham,2010.0,,Drama            ,,0,6.4,51
Baachi,2000.0,,Action            ,,0,4.7,51
Ammo Bomma,2001.0,,"Comedy, Horror, Thriller            ","    While dying in a shootout, a gangster transfers his soul into a ventriloquist's doll. After resurrecting, he tries to find a way to turn into a human again.",0,6.1,51
Swagatam,2008.0,,Drama            ,,0,5.8,51
Evadithe Nakenti,2007.0,U,"Action, Crime, Drama            ",    An army officer endangers his life and alienates himself from his family when he decides to fight corruption.,0,6.5,51
Kalyana Ramudu,2003.0,,,,0,6.9,51
Adhugo,2018.0,UA,Drama            ,"    Bunty, the little pink piglet is the apple of Chanti's (Sathwik) eye. But what happens when this innocent little creature is embroiled with people who each have their own agenda to seek?",110,6.1,50
Seethamma Andalu Ramayya Sitralu,2016.0,,"Comedy, Romance            ","    Sri Ram (Raj Tarun) is a young village guy, who starts loving a girl Seetha mahalakshmi (Arthana Binu) from young age. Sri Ram remains in the village, Seetha goes to the city for higher ...                See full summary »",0,4.2,50
